run,seed,sample_size,train_size,validation_size,test_size,residual_rmse,sigma_rmse,nll,crps,calibration_error,mean_predicted_sigma,training_seconds,inference_ms_per_sample,best_validation_score,best_restart,epochs_trained
0,2026,10000,3300,3300,3400,0.6285598106699668,0.1322152760220485,0.7155301345950859,0.3086133669659736,0.020191376094297,0.5087743113599978,2.6644692920090165,0.000132536763832,0.1889920815588682,0,54
1,2027,10000,3300,3300,3400,0.6101535697118523,0.1149795075959706,0.6184927715478535,0.303835157218413,0.010778795303214,0.5528050050785571,1.6265324580017475,0.0001025858749498,0.1906676422249004,1,70
2,2028,10000,3300,3300,3400,0.6562597176349635,0.1430260739605411,1.01079405645315,0.3201533764100554,0.0215687693225477,0.5198150468644261,1.3461632499820553,0.0001214829407057,0.1922242940980761,1,37
3,2029,10000,3300,3300,3400,0.6237643044835901,0.1238189061780452,0.7193212677156416,0.3085756028794243,0.0109145173483339,0.5322857433870504,0.9194176669989248,0.0001115808759898,0.1880573082774793,4,46
4,2030,10000,3300,3300,3400,0.6195716257207315,0.1285637426605209,0.6083381014512972,0.3038880484416794,0.0256179723066727,0.5401325285054246,0.8927685839880724,9.446059052339372e-05,0.1886277249762343,4,40
5,2031,10000,3300,3300,3400,0.624025054271335,0.1065808287153636,0.6249684560642403,0.305483753284923,0.016057119460661,0.5425413803176685,1.9225147079851013,0.0001088849967345,0.1874706707677013,1,48
6,2032,10000,3300,3300,3400,0.630225996720545,0.1146429932348839,0.6158164016995833,0.3099358375495412,0.0143478043704514,0.5539742179217708,1.9311582500231452,0.0001114705810323,0.1863100374625118,4,60
7,2033,10000,3300,3300,3400,0.6282649445437772,0.1264858192930906,1.0433834631165084,0.3071487375053717,0.0162536773540109,0.5112658459772599,1.2394153750210537,0.0001152941224384,0.1916012300571133,3,47
8,2034,10000,3300,3300,3400,0.6254226665068571,0.1149882845153291,0.7250737663298426,0.307821422247659,0.0211589058149487,0.5220885954207973,1.6434029170195572,0.0001061397094471,0.1880797760610192,2,49
9,2035,10000,3300,3300,3400,0.6444430161133076,0.1266291001904425,0.6671153773465114,0.3173802358664686,0.0145837768962575,0.5411156148124237,1.7383818330126817,0.0001099999987191,0.1876882152939266,3,43
10,2036,10000,3300,3300,3400,0.6236659147357035,0.0778489259267076,0.6029343436267265,0.304646011803473,0.0182803396576707,0.5333896790928961,2.084395041980315,0.000120955887456,0.1859503073056421,4,37
11,2037,10000,3300,3300,3400,0.6351091551253791,0.1256792294344716,0.6629499801203275,0.3141890007509541,0.0117893878406527,0.5425430432758476,1.2405847500194795,0.0001137499930337,0.19086899269113,3,47
12,2038,10000,3300,3300,3400,0.6418033692012923,0.115041561379785,0.5932254506799179,0.311220753103364,0.0147468583005034,0.5242385950926822,2.2319450409850106,0.0001045344106387,0.1872618753971407,4,62
13,2039,10000,3300,3300,3400,0.5937647197053477,0.1242170660892931,0.6130630868968936,0.2936361533044779,0.0336154948138771,0.5224816907660638,1.6858965840074234,0.0001032476532546,0.1890116936516361,3,35
14,2040,10000,3300,3300,3400,0.6196595371673869,0.134641376724285,0.7316284536922627,0.3073422449349222,0.030608337030218,0.5475012376049354,2.140832750010304,9.485294439775102e-05,0.1882642549764181,3,45
15,2041,10000,3300,3300,3400,0.624598764727181,0.1525143466534147,0.6225098435311266,0.3066298526280568,0.023769823724915,0.5363356661134805,1.140047749999212,0.0001019117617568,0.1895428682974818,1,52
16,2042,10000,3300,3300,3400,0.6133912683050029,0.1298976119724343,0.6108601330074248,0.3038671833548914,0.018966353300183,0.52887665369803,2.0021292500023264,0.0001362499931608,0.1898384373027457,0,80
17,2043,10000,3300,3300,3400,0.6286583160589402,0.0975561244258701,0.6189022792895845,0.310103894488434,0.0179879961732005,0.5412553018491825,1.1485268750111572,9.237734689925083e-05,0.1856296802458437,0,41
18,2044,10000,3300,3300,3400,0.6354898346133009,0.1249204890696014,0.6343104140357043,0.3107866424927513,0.0184009310481868,0.5491214156538659,2.0376285829988774,0.0001165073498508,0.1906502143212604,4,55
19,2045,10000,3300,3300,3400,0.6264009387988547,0.1149893058664613,0.6338830759230388,0.309009300670819,0.0111107296586958,0.5312641945111116,1.7119666660146322,0.0001002817589323,0.1874629913992569,1,37
