run,seed,sample_size,train_size,validation_size,test_size,residual_rmse,sigma_rmse,nll,crps,calibration_error,mean_predicted_sigma,training_seconds,inference_ms_per_sample,best_validation_score,best_restart,epochs_trained
88,2114,100,33,33,34,0.7503138149483055,0.1702339690288834,1.1948896612119804,0.4362788327857856,0.1055062604340911,0.6956965896650723,0.1931775829871185,0.0012610295979196,0.2712982309994109,2,13
89,2115,100,33,33,34,0.863934325158124,0.2350585168284842,1.5661643279880066,0.5075901651146194,0.2182309367358459,0.5449377303281139,0.162211707996903,0.0010343235985868,0.2586581322571664,3,4
90,2116,100,33,33,34,0.7225277492240659,0.1842545702099108,1.1022661619218157,0.407261685262671,0.1392739096664008,0.6241364667858766,0.2949076249788049,0.0014240007765372,0.2510935460896111,2,15
91,2117,100,33,33,34,0.8582736174151508,0.2645474903637403,1.2576625868984508,0.4875487006473651,0.1617863835645056,0.7984346048455989,0.1788471250038128,0.0013799118973753,0.2656760797487216,0,9
92,2118,100,33,33,34,0.7379219840156782,0.1752369649841942,1.146064799146366,0.4108290872927355,0.1272867649844449,0.6438866333015083,0.1198146249807905,0.001389706192319,0.2969596547396612,4,1
93,2119,100,33,33,34,0.8670713719450354,0.1263512788460685,1.2652400746641883,0.483715794056926,0.1019756769663762,0.7976939459478983,0.2336309590027667,0.0016384703271529,0.2929722499739458,3,6
94,2120,100,33,33,34,0.7345240391763748,0.1540707874859401,1.1778332145725232,0.4172725473237622,0.1672164482344934,0.7900232157273468,0.2083955830021295,0.0014178829801761,0.2285510494954446,0,5
95,2121,100,33,33,34,0.8660128984072216,0.2583091717057612,1.7172991579081296,0.4872318649282306,0.1923405479692418,0.5290109475233011,0.1427705830137711,0.0013480295071049,0.3526653375727975,1,1
96,2122,100,33,33,34,0.8858085275605299,0.1431852320647019,1.3636344519725043,0.5040470579950357,0.2663309771272363,0.6968984035914847,0.1506670420058071,0.0013725289403844,0.2470448149927172,0,1
97,2123,100,33,33,34,1.3271866983398626,0.1736640302673729,2.457394921105006,0.7956866007472343,0.2209454148852104,0.6312517168518593,0.1711213329981546,0.0012524413999498,0.2848112617467312,2,4
98,2124,100,33,33,34,0.8311308576854418,0.2145496321417573,1.294783809700824,0.4861492717904482,0.3012312959262443,0.7145266656664606,0.117886666994309,0.0013835883959579,0.255218388676622,0,1
99,2125,100,33,33,34,0.7639308860228615,0.2379348777080288,1.1752709438643103,0.4372552147520037,0.1357425748514767,0.910640127435336,0.1202735409897286,0.0013345587135785,0.260194389369858,4,1
