run,seed,sample_size,train_size,validation_size,test_size,residual_rmse,sigma_rmse,nll,crps,calibration_error,mean_predicted_sigma,training_seconds,inference_ms_per_sample,best_validation_score,best_restart,epochs_trained
0,2026,100,33,33,34,0.6400809607264288,0.1971241681501932,0.7912671495644604,0.32021246632580447,0.09998723663263676,0.4177922869467434,0.7286605830013286,0.0016936178058933687,0.25385683236728024,2,2
1,2027,100,33,33,34,0.3363616656251801,0.16441878860819464,0.11820590374611394,0.17496782661481025,0.15192692250672268,0.3002887459963045,0.26892754100845195,0.0012389706064234762,0.17080950058905336,4,11
2,2028,100,33,33,34,0.6207216741776529,0.3139947085327878,1.3010964005563015,0.3330851521051194,0.20464307333331733,0.2966403217955181,0.3060995000123512,0.0013100293204736184,0.23881498555106354,2,22
3,2029,100,33,33,34,0.7353226303358118,0.23267084252305095,1.565644656523734,0.4012637090037541,0.2947608590555034,0.2749180948160352,0.21192524998332374,0.001351706005687661,0.31426629036487574,1,5
4,2030,100,33,33,34,0.5736875437901825,0.13676181629277165,0.7385681884544342,0.2944661126686268,0.27339750673688135,0.44331701509901844,0.5718842500064056,0.0016911765081150567,0.21372050064700499,2,49
5,2031,100,33,33,34,0.7531063376199579,0.30230058361888323,4.135027389685447,0.4728683243703435,0.25955938744093204,0.26454074148509105,0.12298300000838935,0.0014595588093952222,0.38655999506749056,1,1
6,2032,100,33,33,34,0.4418506350941478,0.268210357044833,0.4953571195459919,0.21677958500164737,0.09676466205557532,0.30556188950517504,0.1270407500269357,0.001447294112842749,0.1721841184987467,3,1
7,2033,100,33,33,34,0.521110271514404,0.3364827981326232,2.920991549960026,0.30579851527756297,0.3022401589988074,0.170635308149789,0.12364995901589282,0.0011041770716581274,0.4089318197818983,2,1
8,2034,100,33,33,34,0.591195682731531,0.18826032285587546,0.5745469324101843,0.2827863168158302,0.14849099615091266,0.37394793038775154,0.2743030409910716,0.0014350294162902761,0.17895879705821813,3,9
9,2035,100,33,33,34,0.7822143656726416,0.301453491051107,2.122367620047988,0.403583291947076,0.24584290206000936,0.28506031554718564,0.20965687499847263,0.0013137058190563146,0.19049535385580893,3,3
10,2036,100,33,33,34,0.7584742254136814,0.06140168798227416,0.5362576519663516,0.3391111553065301,0.22575797363348912,0.4988334766860052,0.24571166699752212,0.0016200878342394443,0.19556354141374768,3,7
11,2037,100,33,33,34,0.512640148088088,0.1664637990543457,1.2369793112433158,0.2905811587036616,0.35330780933143763,0.31384910195926236,0.2466637910110876,0.001363970702240134,0.1850414840230113,4,8
12,2038,100,33,33,34,0.8724966405042798,0.22157107623916342,1.5332926453405118,0.4806714720708593,0.40712725710057995,0.4762078409205562,0.15005362499505281,0.0009583232253242065,0.20906539751155478,1,3
13,2039,100,33,33,34,0.3041338620134221,0.2532904057253373,0.24536530673323298,0.1714799477918293,0.14847434139090632,0.22252656522173803,0.12169366699527018,0.0009558827835409081,0.16244781947111572,4,1
14,2040,100,33,33,34,0.5766824266648264,0.11225829553751349,0.7562842477373909,0.2916297379023436,0.17955354478901064,0.375599105940929,0.39444416598416865,0.0017034412046675297,0.19282516937887473,1,28
15,2041,100,33,33,34,0.5580530118992773,0.08988421850224504,0.7566851920071488,0.3030715965084068,0.13968367968854645,0.4740570661438935,0.41735824997886084,0.0014485293136471335,0.200394339364255,1,20
16,2042,100,33,33,34,0.5426364205994918,0.161746482594495,3.7523780106426448,0.27880229371917103,0.23809254711592653,0.2977853318443032,0.13735437497962266,0.0010563825900830766,0.30352518518446336,1,2
17,2043,100,33,33,34,0.9564613290514103,0.3766604062929595,21.768760558763105,0.6623561531167209,0.5280176188983794,0.14242566439625126,0.12385725000058301,0.001096824074492735,0.41626927184657814,0,1
18,2044,100,33,33,34,0.6762660181359957,0.12631206112192767,0.8538617234000364,0.3440182194824039,0.2655476306513711,0.40710656458828365,0.41436945798341185,0.0013468234101310372,0.17519797572903612,0,17
19,2045,100,33,33,34,0.5473296119293685,0.2902617725956727,0.8554897030150121,0.3024261345061555,0.1071425420182931,0.41340518394376496,0.1167640830099117,0.0009607936269329751,0.21375058093456578,1,1
20,2046,100,33,33,34,0.6045256884721802,0.15236537656746665,0.6388053152915789,0.2999085256745973,0.11616315696995566,0.4055984481342223,0.4230226250074338,0.0011299117057419876,0.16414355343302658,1,28
21,2047,100,33,33,34,0.4463764598866812,0.13150716450132155,2.591237920253306,0.26065637723006974,0.3144267103885668,0.32178372521451487,0.3003118339984212,0.0010502647937220685,0.1946300011750754,3,15
22,2048,100,33,33,34,0.7172201888518726,0.28450971124060326,7.223018177577419,0.4170181249164723,0.3318904058467289,0.1958489693942144,0.11987783299991861,0.0012757355922504382,0.2851551358820991,3,1
23,2049,100,33,33,34,0.46082683817111436,0.26383001240441456,0.6882492992353585,0.24279258568184606,0.22297540785114173,0.3293349869706698,0.17535445801331662,0.0009595584261285909,0.23929350870083654,2,1
24,2050,100,33,33,34,0.6190424475946523,0.0457981529580351,0.5515438450168996,0.2997300068309039,0.1162922780064477,0.3970580668279099,0.2989194999972824,0.0010367648963652114,0.15568003450505138,4,9
25,2051,100,33,33,34,0.5611943619421984,0.1261622833325004,0.8058554790441759,0.2848280712649165,0.15614703473007396,0.5163869342957551,0.24120487499749288,0.001066176885026781,0.17950981715200795,0,11
26,2052,100,33,33,34,0.5877264887603327,0.18854734355639297,0.8380435027897478,0.2790981740548901,0.2847341368506894,0.431385705089359,0.3577535829972476,0.0012671473942806617,0.20580491589406977,2,28
27,2053,100,33,33,34,0.45558390823497924,0.15534080260817026,0.31470028579982207,0.2272573499174282,0.2701498786422442,0.39165885874791934,0.2771765409852378,0.0011115292128285065,0.1804903240576409,4,7
28,2054,100,33,33,34,0.5812088271479927,0.1603064904844472,0.8545873336314889,0.3135905571998289,0.18320794721330946,0.46842799321514117,0.1380642500007525,0.0010294110432048054,0.17804261296571353,1,6
29,2055,100,33,33,34,0.4404817607677572,0.18978063352260796,0.8931293955734461,0.2256835888372153,0.18453551177080663,0.29694546833978347,0.3615250839793589,0.0013566177050747415,0.1779519035762917,0,17
30,2056,100,33,33,34,0.670319883857997,0.24101070391810903,0.7941253589247519,0.34347918383397597,0.15428433795133356,0.3974939820296027,0.4549095000256784,0.0010306471000042033,0.19352533401141747,1,52
31,2057,100,33,33,34,0.5095909281922957,0.2333765174754418,0.7561346326223289,0.26219126422841543,0.11325384310976834,0.34806843861001957,0.15276749999611638,0.0009705879218766795,0.158085305351031,1,2
